index,L1 norm,Group
679,2.7899999999999996,Random pairs
680,1.4369999999999998,Random pairs
681,1.919,Random pairs
682,3.963999999999998,Random pairs
683,3.8049999999999993,Random pairs
684,2.5009999999999994,Random pairs
685,2.2249999999999996,Random pairs
686,3.3659999999999997,Random pairs
687,3.8809999999999985,Random pairs
688,3.721999999999999,Random pairs
689,2.4479999999999995,Random pairs
690,2.1719999999999997,Random pairs
691,3.2829999999999995,Random pairs
692,3.830999999999999,Random pairs
693,3.6939999999999995,Random pairs
694,2.4099999999999993,Random pairs
695,2.134,Random pairs
696,3.255,Random pairs
697,3.333,Random pairs
698,3.402,Random pairs
699,3.364,Random pairs
700,3.1279999999999992,Random pairs
701,1.7389999999999999,Random pairs
702,2.543,Random pairs
703,1.3529999999999998,Random pairs
704,2.325,Random pairs
705,3.167,Random pairs
706,1.778,Random pairs
707,2.582,Random pairs
708,1.2999999999999998,Random pairs
709,2.394,Random pairs
710,3.1390000000000002,Random pairs
711,1.75,Random pairs
712,2.554,Random pairs
713,1.262,Random pairs
714,2.356,Random pairs
715,3.177999999999998,Random pairs
716,3.0189999999999992,Random pairs
717,1.7149999999999994,Random pairs
718,1.439,Random pairs
719,2.58,Random pairs
720,4.040999999999999,Random pairs
721,3.8819999999999992,Random pairs
722,2.9639999999999995,Random pairs
723,2.6879999999999997,Random pairs
724,3.4429999999999996,Random pairs
725,2.9799999999999986,Random pairs
726,2.8209999999999993,Random pairs
727,1.6109999999999993,Random pairs
728,1.335,Random pairs
729,2.3819999999999997,Random pairs
730,2.627999999999999,Random pairs
731,2.469,Random pairs
732,2.0929999999999995,Random pairs
733,1.8170000000000002,Random pairs
734,2.0300000000000002,Random pairs
735,2.6690000000000005,Random pairs
736,3.918,Random pairs
737,2.5650000000000004,Random pairs
738,3.021000000000001,Random pairs
739,2.4639999999999995,Random pairs
740,1.0750000000000002,Random pairs
741,1.879,Random pairs
742,0.5670000000000001,Random pairs
743,1.6610000000000003,Random pairs
744,3.3269999999999995,Random pairs
745,2.2039999999999997,Random pairs
746,3.032,Random pairs
747,1.8159999999999998,Random pairs
748,2.91,Random pairs
749,2.266,Random pairs
750,0.8770000000000001,Random pairs
751,1.681,Random pairs
752,0.463,Random pairs
753,1.5570000000000002,Random pairs
754,1.9140000000000001,Random pairs
755,1.3330000000000002,Random pairs
756,2.161,Random pairs
757,0.9450000000000003,Random pairs
758,2.0390000000000006,Random pairs
759,4.980999999999998,Random pairs
760,4.821999999999999,Random pairs
761,3.518,Random pairs
762,3.242,Random pairs
763,4.383,Random pairs
764,3.6279999999999983,Random pairs
765,3.2669999999999986,Random pairs
766,4.094999999999998,Random pairs
767,2.8789999999999982,Random pairs
768,3.9729999999999985,Random pairs
769,3.651,Random pairs
770,3.1079999999999997,Random pairs
771,3.935999999999999,Random pairs
772,2.7199999999999993,Random pairs
773,3.8139999999999996,Random pairs
774,3.312999999999999,Random pairs
775,1.9239999999999995,Random pairs
776,2.7279999999999993,Random pairs
777,1.4159999999999995,Random pairs
778,2.51,Random pairs
779,3.037,Random pairs
780,1.6480000000000001,Random pairs
781,2.452,Random pairs
782,1.1400000000000001,Random pairs
783,2.234,Random pairs
784,3.0299999999999994,Random pairs
785,2.6689999999999996,Random pairs
786,3.497,Random pairs
787,2.2809999999999997,Random pairs
788,3.375,Random pairs
789,3.0029999999999992,Random pairs
790,2.306,Random pairs
791,2.3960000000000004,Random pairs
792,2.37,Random pairs
793,2.8000000000000007,Random pairs
0,1.1809999999999996,Individual pairs
1,1.2989999999999997,Individual pairs
2,1.7189999999999976,Individual pairs
3,0.34799999999999986,Individual pairs
4,0.6859999999999982,Individual pairs
5,0.8179999999999992,Individual pairs
6,2.439,Individual pairs
7,1.533,Individual pairs
8,2.1979999999999995,Individual pairs
9,1.272,Individual pairs
10,1.605,Individual pairs
11,0.8509999999999996,Individual pairs
12,0.45100000000000007,Individual pairs
13,0.31500000000000006,Individual pairs
14,0.584,Individual pairs
15,0.6089999999999995,Individual pairs
16,1.6659999999999997,Individual pairs
17,0.885,Individual pairs
18,1.712,Individual pairs
19,1.391,Individual pairs
20,0.9520000000000002,Individual pairs
21,1.407,Individual pairs
22,1.8570000000000004,Individual pairs
23,0.24600000000000033,Individual pairs
24,1.875,Individual pairs
25,1.1960000000000002,Individual pairs
26,1.2690000000000003,Individual pairs
27,1.2970000000000004,Individual pairs
28,0.385,Individual pairs
29,1.0430000000000004,Individual pairs
30,1.4660000000000002,Individual pairs
31,0.37200000000000033,Individual pairs
32,1.1,Individual pairs
33,1.4730000000000003,Individual pairs
34,0.3889999999999999,Individual pairs
35,0.8970000000000002,Individual pairs
36,1.0729999999999997,Individual pairs
37,1.4500000000000002,Individual pairs
38,0.4389999999999996,Individual pairs
39,0.5089999999999995,Individual pairs
40,0.4159999999999995,Individual pairs
41,1.693,Individual pairs
42,0.52,Individual pairs
43,1.2440000000000002,Individual pairs
44,1.9170000000000003,Individual pairs
45,2.081,Individual pairs
46,0.9140000000000001,Individual pairs
47,3.070999999999998,Individual pairs
48,2.5109999999999975,Individual pairs
49,2.2349999999999985,Individual pairs
50,1.727999999999998,Individual pairs
51,3.0199999999999987,Individual pairs
52,2.7439999999999998,Individual pairs
53,2.9189999999999987,Individual pairs
54,0.6859999999999992,Individual pairs
55,1.8269999999999993,Individual pairs
56,1.1909999999999998,Individual pairs
57,1.8709999999999998,Individual pairs
58,1.8569999999999993,Individual pairs
59,2.1649999999999996,Individual pairs
60,2.4050000000000002,Individual pairs
61,1.42,Individual pairs
62,0.7280000000000001,Individual pairs
63,1.2100000000000002,Individual pairs
64,1.58,Individual pairs
65,1.9380000000000008,Individual pairs
66,1.328,Individual pairs
